# Integral magnetization log: T, LP, Mx, Mx, Mz
5.000000e-03  9.234537e-03  1.251719e-01 -3.306637e-04 9.894435e-01
1.000000e-02  9.219121e-03  1.248412e-01 -1.743545e-04 9.895530e-01
1.500000e-02  9.203704e-03  1.246595e-01 1.765234e-04 9.896352e-01
2.000000e-02  9.188287e-03  1.246377e-01 6.466869e-04 9.896762e-01
2.500000e-02  9.172871e-03  1.247834e-01 1.189395e-03 9.896681e-01
3.000000e-02  9.157454e-03  1.251076e-01 1.750523e-03 9.896078e-01
3.500000e-02  9.142038e-03  1.255988e-01 2.267852e-03 9.894980e-01
4.000000e-02  9.126621e-03  1.262236e-01 2.694512e-03 9.893465e-01
4.500000e-02  9.111205e-03  1.269446e-01 3.001973e-03 9.891645e-01
5.000000e-02  9.095788e-03  1.277230e-01 3.169370e-03 9.889647e-01
5.500000e-02  9.080371e-03  1.285111e-01 3.187370e-03 9.887613e-01
6.000000e-02  9.064955e-03  1.292606e-01 3.068044e-03 9.885677e-01
6.500000e-02  9.049538e-03  1.299359e-01 2.839479e-03 9.883948e-01
7.000000e-02  9.034122e-03  1.305140e-01 2.534118e-03 9.882505e-01
7.500000e-02  9.018705e-03  1.309789e-01 2.188107e-03 9.881393e-01
8.000000e-02  9.003288e-03  1.313258e-01 1.843967e-03 9.880620e-01
8.500000e-02  8.987872e-03  1.315671e-01 1.543069e-03 9.880155e-01
9.000000e-02  8.972455e-03  1.317272e-01 1.315635e-03 9.879934e-01
9.500000e-02  8.957039e-03  1.318342e-01 1.180466e-03 9.879876e-01
1.000000e-01  8.941622e-03  1.319185e-01 1.148621e-03 9.879886e-01
1.050000e-01  8.926205e-03  1.320137e-01 1.221069e-03 9.879866e-01
1.100000e-01  8.910789e-03  1.321516e-01 1.385105e-03 9.879726e-01
1.150000e-01  8.895372e-03  1.323546e-01 1.618119e-03 9.879396e-01
1.200000e-01  8.879956e-03  1.326355e-01 1.894580e-03 9.878830e-01
1.250000e-01  8.864539e-03  1.330001e-01 2.188080e-03 9.878006e-01
1.300000e-01  8.849123e-03  1.334468e-01 2.471134e-03 9.876927e-01
1.350000e-01  8.833706e-03  1.339646e-01 2.718767e-03 9.875624e-01
1.400000e-01  8.818289e-03  1.345357e-01 2.913421e-03 9.874143e-01
1.450000e-01  8.802873e-03  1.351404e-01 3.045516e-03 9.872543e-01
1.500000e-01  8.787456e-03  1.357592e-01 3.111297e-03 9.870886e-01
1.550000e-01  8.772040e-03  1.363725e-01 3.112667e-03 9.869236e-01
1.600000e-01  8.756623e-03  1.369627e-01 3.058181e-03 9.867648e-01
1.650000e-01  8.741206e-03  1.375169e-01 2.961439e-03 9.866164e-01
1.700000e-01  8.725790e-03  1.380279e-01 2.837751e-03 9.864815e-01
1.750000e-01  8.710373e-03  1.384924e-01 2.702630e-03 9.863612e-01
