# fre, kHz   H, mT        rel/omega
8.331660e+02 2.568916e+01 2.138137e-01
7.103920e+02 2.190364e+01 3.241888e-01
6.231540e+02 1.921382e+01 6.188301e-01
5.881360e+02 1.813410e+01 7.393419e-01
#7.400000e+02 2.281655e+01 4.040716e-01
7.889690e+02 2.432642e+01 2.293661e-01
